learning_rate,r_squared,stopped_epoch,best_epoch,best_val_loss,best_train_loss,mean_val_loss,mean_train_loss,time_taken
500.0000000000,-1427.0495875578679,158,8,33.99428939819336,52.327178955078125,70.00314666651472,8.379575192301773e+17,7.339829444885254
500.0000000000,-22.07049602754712,384,234,4.22758674621582,14.128304481506348,16.296369892855484,5.929340020146395e+17,16.09858775138855
500.0000000000,-0.0032995439251908287,171,21,0.7147659659385681,370564543807488.0,1.7527114912612944e+16,4.1413154587168704e+17,7.7924699783325195
500.0000000000,-10.96809305163758,156,6,2.980245351791382,46.28737258911133,128338041665110.75,6.449548808742939e+17,6.996921539306641
500.0000000000,-963.5497356578445,154,4,27.933382034301758,216.0646514892578,87.6973419313307,2.0090187028391596e+18,6.788938045501709
500.0000000000,-0.0494343607310046,188,38,0.7221956253051758,89.57832336425781,4986703342318597.0,2.784151076570399e+17,8.158429384231567
500.0000000000,-533.4047811369433,156,6,20.7833194732666,50.79042434692383,1.2750926219951766e+16,7.117010985810624e+17,6.994463920593262
500.0000000000,-3767.8076151168507,176,26,55.237098693847656,36.54774856567383,4814968845429020.0,2.2853504926647345e+18,7.7552924156188965
500.0000000000,-31.55740545084467,160,10,5.055185794830322,192.79693603515625,2441186461651634.0,2.452623678229548e+17,7.2777862548828125
500.0000000000,-9.989327525889921,1043,893,2.844163656234741,76.1211929321289,77.52658901415758,1.7994078944258877e+17,41.94041967391968
500.0000000000,-101351538.80536917,261,111,9059.4462890625,303099.3125,397595201234049.94,1.16334037956619e+17,10.986876487731934
500.0000000000,-4.0869601029852626e+18,330,180,331128640.0,29021796352.0,7310754269861182.0,1.2594566148623984e+17,13.976155757904053
500.0000000000,-3.734823777655289,156,6,1.7391868829727173,28.815105438232422,45.19703160111721,5.836517275047136e+17,6.964657545089722
500.0000000000,-10.687476219922274,163,13,2.941873788833618,22.625919342041016,6.8880929563060264e+16,1.4357761087097626e+18,7.201172113418579
500.0000000000,-1085967262604033.8,263,113,29654786.0,172866112.0,160787450484888.72,2.1096454266369117e+17,11.017425298690796
500.0000000000,-42.24073981311575,154,4,5.84860372543335,30.035655975341797,26.63838233266558,7.19042792789006e+17,6.821098804473877
500.0000000000,-1.3703826814904891,156,6,1.121283769607544,47.216636657714844,46.9489967471514,9.428664615752205e+17,7.112005949020386
500.0000000000,-7.2405985928969905,955,805,2.4214398860931396,14.284000396728516,1388106065744970.2,7.71808264194041e+16,38.45432472229004
500.0000000000,-7909.8251209233695,5000,4999,50.390987396240234,49.64004135131836,4868977650069.193,9105679496174294.0,197.0189826488495
500.0000000000,-57924679414.919106,1113,963,216579.96875,296130.6875,2616249838.239022,8.42831123107983e+16,44.111993074417114
500.0000000000,-582.3013028820579,163,13,21.715024948120117,31.411191940307617,1.0397951731829178e+16,4.407760108373953e+17,7.178185224533081
500.0000000000,-29.13606741698428,157,7,4.8573784828186035,28.63543128967285,1658475194991146.2,4.4583282317358944e+17,7.25078821182251
500.0000000000,-20.871358383296826,156,6,4.111136436462402,28.710599899291992,30.66656640248421,1.2031972658316275e+17,6.888129949569702
500.0000000000,-296.66142367994144,169,19,15.499476432800293,56.91407012939453,48.37997552205825,3.0794666251732794e+17,7.424624681472778
500.0000000000,-5.474709494389165,161,11,2.1055567264556885,36.57868957519531,5733017263.913544,1.0875239181594254e+18,7.053362131118774
500.0000000000,-4.076601531466982,193,43,1.816918969154358,76.87113189697266,6612956236620491.0,2.6021484961233424e+17,8.42981505393982
500.0000000000,-5.120735573076413e+21,172,22,1906539264.0,594303057920.0,1.5155288749245283e+17,7.174798685092398e+17,7.4663262367248535
500.0000000000,-64.95624760705059,158,8,7.252653121948242,14.281335830688477,911983895831268.9,2.7681928852644192e+17,6.96563458442688
500.0000000000,-20.142288478028725,880,730,4.038693904876709,24.18347930908203,26.879194860566745,4.8374933211573624e+16,35.56612753868103
500.0000000000,-13.440772833196176,161,11,3.299123525619507,71.62944030761719,29.341364293365004,5.174606578693135e+17,7.150907754898071
500.0000000000,-476.77510996949667,1039,889,19.649124145507812,56.18565368652344,44.70070471960955,9.085358340399926e+16,41.367735385894775
500.0000000000,-127.69422998185345,861,711,10.168854713439941,127.31277465820312,1783880516165951.0,5.480668087049339e+16,34.25410985946655
500.0000000000,-24.06207019161651,161,11,4.414210319519043,45.73084259033203,36.9633437595012,8.809205649928433e+17,7.352149724960327
500.0000000000,-822.8716106843619,152,2,25.813833236694336,361.7580871582031,79.86188295013027,1.114111174645742e+18,6.841745376586914
500.0000000000,-42.520625448525024,167,17,5.867948532104492,13.526494026184082,17.25923118191565,1.010043984757553e+18,7.281546115875244
500.0000000000,-86.68747364806217,1295,1145,8.378469467163086,24.648555755615234,26.917175684748468,7.620343380771334e+16,51.13373422622681
500.0000000000,-150.09417403461381,157,7,11.024740219116211,83.47604370117188,80.43453120577867,9.615568422756212e+17,7.039464473724365
500.0000000000,-33.8271921929181,163,13,5.233827590942383,77.53602600097656,6899141614757104.0,8.148611701566196e+17,7.2108473777771
500.0000000000,-0.549214764440934,153,3,0.9406263828277588,297.7315673828125,118.08325753959954,1.1125108734835258e+18,6.720531702041626
500.0000000000,-156.8398350298444,156,6,11.269759178161621,26.46333122253418,29.079193475918892,6.263293559146565e+17,6.813401937484741
